song_id,id_parent,kpop_name,kname,original_name,name_aka,vtype,tags,vlink,id_artist,id_original_artist,releasedate,publishedon,views,likes,dislikes,lastupdate,recentviews,recentlikes,awards,regionlocked,id,is_collab,name,fname,alias,id_company,id_artist1,id_artist2,id_artist3,id_artist4,members,issolo,id_parentgroup,id_currentgroup,formation,disband,social,id_debut,debut_date,date_birth,fanclub,miak,miak_level,sales,gaondigital_times,gaondigital_firsts,yawards,yawards_total,yt_followers
2418,0,Walkin' in Time,더보이즈,Special Clip(스페셜클립): THE BOYZ(더보이즈) _ Walkin' In Time(시간이 안 지나가),,main,,Xi349ysBaW8,283,0,2018-02-01,2018-02-01 00:00:00,3626322,75052,275,2022-03-23 22:46:23,580,14,0,n,283,n,The Boyz,,,45,0,0,0,0,male,n,0,0,2017,,"{""V"":""DE341F"",""F"":""officialTHEBOYZ"",""T"":""Creker_THEBOYZ"",""I"":""official_theboyz"",""Y"":""UCkJ1rbOrsyPfBuHNfnLPm-Q"",""K"":""The_Boyz_(South_Korean_band)"",""W"":""www.theboyz.kr\-"",""D"":""the-boyz"",""S"":""0CmvFWTX9zmMNCUi6fHtAx""}",2384,2017-12-31,,THE B,0,none,2486941,7,0,"{""GDA"":2,""MMA"":3,""SMA"":2}",7,1790000
2419,0,Monster,헨리,HENRY 헨리 'Monster' MV (English Ver.),,main,e,dfeEwt5_jsQ,84,0,2018-02-02,2018-02-02 00:00:00,5372533,324901,1220,2022-03-23 21:46:26,332,5,0,n,84,n,Henry,Henry Lau,,0,0,0,0,0,male,y,189,0,2013,,"{""K"":""Henry_Lau"",""F"":""HenrysStrings"",""T"":""henrylau89""}",663,2013-06-07,1989-10-11,,0,none,123541,27,0,,0,0
2420,0,Thanks,세븐틴,[M-V] SEVENTEEN(세븐틴) - 고맙다(THANKS),,main,,gZItyr1SNjU,171,0,2018-02-05,2018-02-05 00:00:00,62990865,1242161,7609,2022-03-23 18:31:47,18424,216,1,n,171,n,Seventeen,,SVT,9,0,0,0,0,male,n,0,0,2015,,"{""K"":""Seventeen_(South_Korean_band)"",""F"":""seventeennews"",""I"":""saythename_17"",""V"":""F99B3"",""T"":""pledis_17"",""U"":""pledis17"",""A"":""seventeen\-999644772"",""D"":""seventeen"",""Y"":""UCfkXDY7vwkcJ8ddFGz8KusA"",""S"":""7nqOGRxlXj7N2JYbgNEjYH"",""W"":""www.pledis.co.kr\-html\-artist\-seventeen"",""C"":""pledis_seventeen""}",1607,2015-05-26,,Carat,0,none,10044523,159,0,"{""GDA"":8,""MMA"":1,""MAMA"":2,""SMA"":6}",17,7570000
2421,0,If I Could See You Again,데이식스,DAY6「If ～また逢えたら～」Music Video,If we meet again;If we can meet again;If Mata Aetara;If ～また逢えたら～,main,j,unS_PcMn3RA,54,0,2018-02-05,2018-02-06 00:00:00,2975032,115463,290,2022-03-23 23:46:45,339,5,0,n,54,n,Day6,,,14,0,0,0,0,male,n,0,0,2015,,"{""K"":""Day6"",""F"":""day6official"",""T"":""day6official"",""W"":""day6.jype.com"",""V"":""F4F147"",""I"":""day6kilogram"",""Y"":""UCp-pqXsizklX3ZHvLxXyhxw""}",1620,2015-09-07,,MyDay,0,none,772742,13,0,"{""MAMA"":1}",1,1820000
2422,0,In Time,몬스타엑스,[몬채널][S] 몬스타엑스(MONSTA X) - In Time,,main,,XUJ_xpOVfyw,143,0,2018-02-06,2018-02-06 00:00:00,2340244,108155,292,2022-03-23 11:46:24,236,7,0,n,143,n,MONSTA X,,,5,0,0,0,0,male,n,0,0,2015,,"{""K"":""Monsta_X"",""F"":""OfficialMonstaX"",""T"":""officialmonstax"",""I"":""official_monsta_x"",""A"":""monsta-x\-992315362"",""D"":""monsta-x"",""Y"":""UCZvCP6sWj75MwpUP4LVtpNw"",""U"":""monstax"",""V"":""FE123"",""S"":""4TnGh5PKbSjpYqpIdlW5nz"",""W"":""monstax-e.com\-""}",1609,2014-05-14,,Monbebe,0,none,2948720,1,0,"{""GDA"":6,""MMA"":2,""SMA"":5}",13,2340000
2423,0,To do List,효린,HYOLYN(효린) '내일할래 (To Do List)' Official MV,,main,,F4oenLX1WcA,88,0,2018-02-06,2018-02-06 00:00:00,1154792,42014,253,2022-03-23 03:30:30,251,5,0,n,88,n,Hyolyn,Kim Hyo-jung,,283,0,0,0,0,female,y,174,174,2013,,"{""K"":""Hyolyn"",""F"":""hyolyn.official"",""T"":""officialhyolyn_"",""V"":""D734FF"",""I"":""xhyolynx"",""Y"":""UCNJofNT5w33_mycys970x8g"",""U"":""OfficialHyolyn""}",629,2013-11-26,1990-12-11,,0,none,16370,112,2,,0,782000
2425,0,Good Bye,홍진영,[MV] HONG JINYOUNG (홍진영) _ GOOD BYE (잘가라),,main,,ePRk5THh2Q8,285,0,2018-02-07,2018-02-07 00:00:00,12300809,139584,3511,2022-03-23 18:16:20,1388,14,0,n,285,n,Hong Jinyoung,Hong Jin-young,Hong Jin Young,170,0,0,0,0,female,y,0,0,2009,,"{""K"":""Hong_Jin-young"",""T"":""sambahong"",""F"":""sambahong"",""V"":""F9DAB"",""I"":""sambahong"",""Y"":""UCnXuSso6ypX2NVrl8_2TwfQ"",""D"":""hong-jin-young""}",11003,2009-06-19,1985-08-09,,0,none,7809,55,0,"{""GDA"":1,""MMA"":6,""SMA"":1}",8,547000
2426,0,Cheer Up,홍진영,[MV] HONG JIN YOUNG(홍진영) _ Cheer Up(산다는 건),,main,,RYV1s0ylNFM,285,0,2014-11-05,2014-11-06 00:00:00,24028494,209397,4225,2022-03-23 18:01:04,6510,48,0,n,285,n,Hong Jinyoung,Hong Jin-young,Hong Jin Young,170,0,0,0,0,female,y,0,0,2009,,"{""K"":""Hong_Jin-young"",""T"":""sambahong"",""F"":""sambahong"",""V"":""F9DAB"",""I"":""sambahong"",""Y"":""UCnXuSso6ypX2NVrl8_2TwfQ"",""D"":""hong-jin-young""}",11003,2009-06-19,1985-08-09,,0,none,7809,55,0,"{""GDA"":1,""MMA"":6,""SMA"":1}",8,547000
2427,0,Boogie Man,홍진영,[MV] HONG JIN YOUNG(홍진영) _ Boogie Man(부기맨),,main,,hxOI7wahw7w,285,0,2013-03-21,2013-03-22 00:00:00,4663142,23233,791,2022-03-23 13:00:42,336,3,0,n,285,n,Hong Jinyoung,Hong Jin-young,Hong Jin Young,170,0,0,0,0,female,y,0,0,2009,,"{""K"":""Hong_Jin-young"",""T"":""sambahong"",""F"":""sambahong"",""V"":""F9DAB"",""I"":""sambahong"",""Y"":""UCnXuSso6ypX2NVrl8_2TwfQ"",""D"":""hong-jin-young""}",11003,2009-06-19,1985-08-09,,0,none,7809,55,0,"{""GDA"":1,""MMA"":6,""SMA"":1}",8,547000
2428,0,Ring Ring,홍진영,Hong Jin Young (홍진영) - Ring Ring (따르릉),,main,,xHCFLeei5Wg,285,0,2017-05-19,2017-05-20 00:00:00,13065067,52453,4244,2022-03-23 00:16:44,1124,10,0,n,285,n,Hong Jinyoung,Hong Jin-young,Hong Jin Young,170,0,0,0,0,female,y,0,0,2009,,"{""K"":""Hong_Jin-young"",""T"":""sambahong"",""F"":""sambahong"",""V"":""F9DAB"",""I"":""sambahong"",""Y"":""UCnXuSso6ypX2NVrl8_2TwfQ"",""D"":""hong-jin-young""}",11003,2009-06-19,1985-08-09,,0,none,7809,55,0,"{""GDA"":1,""MMA"":6,""SMA"":1}",8,547000
2429,0,Thumb Up,홍진영,[MV] HONG JIN YOUNG(홍진영) _ Thumb Up(엄지 척),,main,,eToI-YtTiHM,285,0,2016-03-23,2016-03-24 00:00:00,8576968,44361,2453,2022-03-23 22:01:29,843,6,0,n,285,n,Hong Jinyoung,Hong Jin-young,Hong Jin Young,170,0,0,0,0,female,y,0,0,2009,,"{""K"":""Hong_Jin-young"",""T"":""sambahong"",""F"":""sambahong"",""V"":""F9DAB"",""I"":""sambahong"",""Y"":""UCnXuSso6ypX2NVrl8_2TwfQ"",""D"":""hong-jin-young""}",11003,2009-06-19,1985-08-09,,0,none,7809,55,0,"{""GDA"":1,""MMA"":6,""SMA"":1}",8,547000
2430,0,The Moon Represents my Heart,홍진영,[MV] 홍진영(HONG JIN YOUNG) _ 월량대표아적심 (기다리는 마음)(The Moon Represents My Heart),,main,,yQxB1M0VZLU,285,0,2016-06-27,2016-06-28 00:00:00,6371948,30895,1445,2022-03-23 18:00:39,1386,11,0,n,285,n,Hong Jinyoung,Hong Jin-young,Hong Jin Young,170,0,0,0,0,female,y,0,0,2009,,"{""K"":""Hong_Jin-young"",""T"":""sambahong"",""F"":""sambahong"",""V"":""F9DAB"",""I"":""sambahong"",""Y"":""UCnXuSso6ypX2NVrl8_2TwfQ"",""D"":""hong-jin-young""}",11003,2009-06-19,1985-08-09,,0,none,7809,55,0,"{""GDA"":1,""MMA"":6,""SMA"":1}",8,547000
2432,0,Rewrite... If I can,에일리,[MV] Ailee(에일리) _ Rewrite..If I Can(다시 쓰고 싶어) (Flower ever after(이런 꽃 같은 엔딩) OST Part.3),,main,o,YbbP3aUXif0,13,0,2018-02-09,2018-02-09 00:00:00,3560142,44382,529,2022-03-23 22:32:06,252,4,0,n,13,n,Ailee,Lee Ye-jin,,431,0,0,0,0,female,y,0,0,2011,,"{""K"":""Ailee"",""T"":""itzailee"",""V"":""FC855"",""I"":""aileeonline"",""A"":""ailee\-415508441""}",635,2012-02-08,1989-05-30,,0,none,41838,388,7,"{""GDA"":3,""MMA"":1,""MAMA"":5,""SMA"":2}",11,0
2435,0,Will Be Fine,박보람,박보람 (Park Boram) - 애쓰지 마요 (Will Be Fine) MV,,main,,cWvE3P6AWSA,155,0,2018-02-13,2018-02-13 00:00:00,3667580,13368,803,2022-03-23 13:01:33,728,9,0,n,155,n,Park BoRam,Park Bo-ram,,350,0,0,0,0,female,y,0,0,2014,,"{""K"":""Park_Bo-ram"",""I"":""ramramram2"",""F"":""officialparkboram""}",782,2014-08-06,1994-03-01,,0,none,880,99,0,,0,0
2436,0,Nega Dola,권보아,BoA 보아 '내가 돌아 (NEGA DOLA)' MV,,main,,pykyNOEVqCU,33,0,2018-01-31,2018-02-01 00:00:00,6275648,161430,2834,2022-03-23 22:00:39,268,5,0,n,33,n,BoA,Kwon Bo-ah,보아,1,0,0,0,0,female,y,0,0,2000,,"{""K"":""BoA"",""F"":""boa.smtown"",""T"":""boakwon"",""I"":""boakwon"",""D"":""boa""}",3359,2000-08-25,1986-11-05,,2129000,some,2221481,94,0,"{""GDA"":1,""MAMA"":4,""SMA"":3}",8,0
2437,0,Secret Garden,오마이걸,[MV] OH MY GIRL(오마이걸) _ Secret Garden(비밀정원),,main,,QIN5_tJRiyY,152,0,2018-01-09,2018-01-09 00:00:00,21474684,232594,4026,2022-03-23 00:17:55,5935,51,2,n,152,n,Oh My Girl,,,28,0,0,0,0,female,n,0,0,2015,,"{""K"":""Oh_My_Girl"",""Y"":""UC-qYkzKFdekoEniRu_FS3zg"",""F"":""official.ohmygirl"",""W"":""www.ohmy-girl.com"",""I"":""wm_ohmygirl"",""V"":""F51143"",""D"":""oh-my-girl""}",1271,2015-04-21,,Miracle,0,none,330576,244,1,"{""GDA"":2,""MMA"":1,""SMA"":2}",5,1
2438,0,SObeR,수지,SUZY (수지) 'SObeR' M-V,,main,,DgT4CPv_CCE,281,0,2018-02-14,2018-02-14 00:00:00,9894240,285234,8670,2022-03-23 21:33:01,917,27,0,n,281,n,Suzy,Bae Su Ji,,287,0,0,0,0,female,y,142,0,2016,,"{""K"":""Bae_Suzy"",""Y"":""UC7ukOKu7-6G-m5d4hOXrhfQ"",""I"":""skuukzky"",""T"":""jypnation""}",2368,2017-01-23,1994-10-10,,0,none,21289,92,0,,0,187000
2440,0,Boss,엔시티,NCT U 엔시티 유 'BOSS' MV,,main,,0AUFyFEt35g,150,0,2018-02-18,2018-02-18 00:00:00,171985225,2888306,25450,2022-03-23 13:00:41,38092,478,0,n,150,n,NCT U,,,1,0,0,0,0,male,n,714,714,2016,,"{""K"":""NCT_(band)"",""W"":""nct.smtown.com"",""I"":""nct""}",1566,2016-04-08,,,0,none,0,7,0,,0,0
2442,0,Star Wind Flower Sun,마마무,[MV] 마마무(MAMAMOO) - 별 바람 꽃 태양(Star Wind Flower Sun),,main,,kLeBQWw11yw,138,0,2018-03-06,2018-03-06 00:00:00,4110425,140413,722,2022-03-23 13:46:55,911,16,0,n,138,n,Mamamoo,,,44,0,0,0,0,female,n,0,0,2014,,"{""K"":""Mamamoo"",""F"":""RBW.MAMAMOO"",""T"":""RBW_MAMAMOO"",""V"":""FCD4B"",""I"":""mamamoo_official"",""Y"":""UCuhAUMLzJxlP1W7mEk0_6lA"",""D"":""mamamoo""}",1086,2014-06-18,,Moomoo,0,none,949709,435,1,"{""GDA"":4,""MMA"":3,""MAMA"":1,""SMA"":4}",12,6580000
2443,0,I.P.U.,워너원,Wanna One (워너원) - '약속해요 (I.P.U.)' M-V l Special Theme Track,I Promise You,main,,2NlNEj2mCIg,265,0,2018-03-05,2018-03-05 00:00:00,42232542,941375,17999,2022-03-23 20:48:07,3976,50,0,n,265,n,Wanna One,,,276,0,0,0,0,male,n,0,0,2017,2019,"{""K"":""Wanna_One"",""F"":""WannaOne.official"",""T"":""WannaOne_twt"",""I"":""wannaone.official"",""W"":""wannaonego.mwave.me"",""V"":""DCD44B""}",2248,2017-08-07,,Wannable,0,none,3615408,375,2,"{""GDA"":4,""MMA"":4,""MAMA"":3,""SMA"":3}",14,0
2444,0,Go,엔시티 드림,NCT DREAM 엔시티 드림 'GO' MV,,main,,cD8SYW8rjaQ,149,0,2018-03-04,2018-03-04 00:00:00,45343210,1327524,7604,2022-03-23 19:15:40,10365,288,0,n,149,n,NCT DREAM,,,1,0,0,0,0,male,n,714,714,2016,,,1815,2016-08-24,,,0,none,5167884,24,1,"{""GDA"":2,""MMA"":1,""SMA"":2}",5,0
2445,0,I Just,레드벨벳,Red Velvet 레드벨벳 'I Just' MV,,main,,oCvw4ot1-k8,165,0,2018-02-28,2018-02-28 00:00:00,6753253,369792,3900,2022-03-23 18:02:42,2238,70,0,n,165,n,Red Velvet,,,1,0,0,0,0,female,n,0,0,2014,,"{""K"":""Red_Velvet_(band)"",""Y"":""UCk9GmdlDTBfgGRb7vXeRMoQ"",""F"":""RedVelvet"",""T"":""rvsmtown"",""W"":""redvelvet.smtown.com"",""I"":""redvelvet.smtown"",""V"":""DCF447"",""A"":""red-velvet\-906961899"",""D"":""red-velvet""}",771,2014-08-01,,,0,none,1812490,440,3,"{""KMA"":1,""GDA"":4,""MMA"":3,""MAMA"":2,""SMA"":6}",16,4840000
2448,0,Brand New Girl,트와이스,TWICE「BRAND NEW GIRL」Music Video,,main,j,r1CMjQ0QJ1E,208,0,2018-02-22,2018-02-22 00:00:00,38384455,541940,13862,2022-03-23 21:32:12,8093,126,0,n,208,n,Twice,,トゥワイス,14,0,0,0,0,female,n,0,0,2015,,"{""K"":""Twice_(band)"",""Y"":""UCzgxx_DM2Dcb9Y1spb9mUJA"",""F"":""JYPETWICE"",""I"":""twicetagram"",""W"":""twice.jype.com"",""V"":""EDBF"",""T"":""jypetwice"",""A"":""twice\-1203816887"",""D"":""twice"",""S"":""7n2Ycct7Beij7Dj7meI4X0""}",1109,2015-10-20,,Once,0,none,7265907,579,15,"{""GDA"":11,""MMA"":5,""MAMA"":11,""SMA"":7}",34,13400000
2449,0,Touch,엔시티 127,NCT 127 엔시티 127 'TOUCH' MV,,main,,6sHIq41sI-w,148,0,2018-03-13,2018-03-13 00:00:00,53439169,1253417,7420,2022-03-23 18:32:35,10368,182,1,n,148,n,NCT 127,,,1,0,0,0,0,male,n,714,714,2016,,"{""K"":""NCT_(band)"",""W"":""nct.smtown.com"",""T"":""nctsmtown_127"",""F"":""NCT.smtown"",""I"":""nct"",""V"":""F3C16D"",""D"":""nct""}",1688,2016-07-06,,,0,none,6653855,29,0,"{""GDA"":5,""MAMA"":1,""SMA"":6}",12,0
2450,0,No Answer,윤하,[MV] YOUNHA(윤하) _ No answer(답을 찾지 못한 날),,main,,ImnohMZZJcc,262,0,2018-03-14,2018-03-15 00:00:00,375883,8308,63,2022-03-23 21:47:43,292,2,0,n,262,n,Younha,Go Yun-ha,,93,0,0,0,0,female,y,0,0,2006,,"{""K"":""Younha"",""I"":""younha_holic"",""T"":""younhaholic"",""F"":""officialyounha"",""V"":""FC261""}",0,2006-12-17,1988-05-29,,259599,none,322951,190,1,"{""KMA"":1,""GDA"":1,""MAMA"":1}",3,0
2451,0,Mianhae,헤이즈,헤이즈 (Heize) - MIANHAE (Sorry) MV,Sorry,main,,9mRicqcxQro,231,0,2018-03-12,2018-03-13 00:00:00,3535175,70850,672,2022-03-23 13:02:25,419,4,0,n,231,n,Heize,Jang Da-hye,,257,0,0,0,0,female,y,0,0,2014,,"{""K"":""Heize"",""F"":""HeizeOfficial"",""T"":""heize_official"",""D"":""heize""}",0,2014-01-17,1991-08-09,,0,none,25241,503,3,"{""GDA"":2,""MMA"":4,""MAMA"":4,""SMA"":1}",11,0
2453,0,Look,갓세븐,"GOT7 ""Look"" M-V",,main,,sS0LCjOiIhc,80,0,2018-03-12,2018-03-12 00:00:00,94480327,1842143,19352,2022-03-23 18:30:57,7002,94,1,n,80,n,GOT7,,,14,0,0,0,0,male,n,0,0,2014,,"{""K"":""Got7"",""T"":""got7official"",""F"":""GOT7Official"",""W"":""got7.jype.com"",""V"":""ECDF"",""U"":""got7SMEJ"",""I"":""got7.with.igot7"",""D"":""got7"",""S"":""6nfDaffa50mKtEOwR8g4df"",""Y"":""UCNtZPzvkjjB3EuPMNY71cmA""}",642,2014-01-16,,I GOT7,0,none,3928015,45,0,"{""GDA"":6,""SMA"":3}",9,1620000
2454,0,Dreams Come True,우주소녀,[MV] 우주소녀(WJSN) - 꿈꾸는 마음으로(Dreams Come True),,main,,IrircflFHzw,218,0,2018-02-27,2018-02-27 00:00:00,7228921,119672,2710,2022-03-23 18:15:31,3146,75,0,n,218,n,WJSN,,Cosmic Girls,241,0,0,0,0,female,n,0,0,2016,,"{""K"":""Cosmic_Girls"",""F"":""officialcosmicgirls"",""T"":""WJSN_Cosmic"",""I"":""wjsn_cosmic"",""V"":""F5F127"",""Y"":""UCVaIiqzfKQsi7Qw4-X8TmmA"",""D"":""wjsn-cosmic-girls""}",7790,2016-02-25,,Ujung,0,none,653992,9,0,"{""SMA"":1}",1,206000
2456,0,Hold the moon,FT아일랜드,FTISLAND - Hold the moon【OFFICIAL MUSIC VIDEO -Full ver.-】,,main,,OajzJsz88RI,67,0,2018-03-15,2018-03-16 00:00:00,1674118,43936,271,2022-03-23 23:16:46,208,2,0,n,67,n,FTISLAND,,F.T ISLAND,10,0,0,0,0,male,n,0,0,2007,,"{""K"":""F.T._Island"",""F"":""FTISLAND"",""V"":""FE913"",""T"":""ft_fanclub"",""I"":""officialftisland""}",1794,2007-06-07,,Primadonna,171000,none,672818,96,1,"{""GDA"":5,""MAMA"":1,""SMA"":3}",9,0
2458,0,Boomerang,워너원,Wanna One (워너원) - 'BOOMERANG (부메랑)' M-V,,main,,pmMjkMtpnTc,265,0,2018-03-19,2018-03-19 00:00:00,72680394,1539005,36668,2022-03-23 20:30:56,8761,182,12,n,265,n,Wanna One,,,276,0,0,0,0,male,n,0,0,2017,2019,"{""K"":""Wanna_One"",""F"":""WannaOne.official"",""T"":""WannaOne_twt"",""I"":""wannaone.official"",""W"":""wannaonego.mwave.me"",""V"":""DCD44B""}",2248,2017-08-07,,Wannable,0,none,3615408,375,2,"{""GDA"":4,""MMA"":4,""MAMA"":3,""SMA"":3}",14,0
2459,0,Just do it,세븐틴,[M-V] 부석순(SEVENTEEN) - 거침없이(Just do it),,main,,YGXiVHTy0JE,171,0,2018-03-21,2018-03-21 00:00:00,6534509,305009,1503,2022-03-23 00:45:06,3430,59,0,n,171,n,Seventeen,,SVT,9,0,0,0,0,male,n,0,0,2015,,"{""K"":""Seventeen_(South_Korean_band)"",""F"":""seventeennews"",""I"":""saythename_17"",""V"":""F99B3"",""T"":""pledis_17"",""U"":""pledis17"",""A"":""seventeen\-999644772"",""D"":""seventeen"",""Y"":""UCfkXDY7vwkcJ8ddFGz8KusA"",""S"":""7nqOGRxlXj7N2JYbgNEjYH"",""W"":""www.pledis.co.kr\-html\-artist\-seventeen"",""C"":""pledis_seventeen""}",1607,2015-05-26,,Carat,0,none,10044523,159,0,"{""GDA"":8,""MMA"":1,""MAMA"":2,""SMA"":6}",17,7570000
2460,0,Bibidi Babidi Boo,허니팝콘,[MV] Honey Popcorn(허니팝콘) _ Bibidi Babidi Boo(비비디바비디부),,main,,LAOT6JscCVU,286,0,2018-03-21,2018-03-21 00:00:00,3686216,113195,41433,2022-03-23 13:01:34,516,9,0,n,286,n,Honey Popcorn,,,124,0,0,0,0,female,n,0,0,2018,,"{""K"":""Honey_Popcorn"",""I"":""honey_popcorn314"",""Y"":""UCriAcft648ENclJSwPFUTAg""}",2460,2018-03-21,,,0,none,3182,0,0,,0,18000
2463,0,Be Calm,화사,[MV] 화사(Hwa Sa) - 덤덤해지네,,main,,7kgV7Hrb-1c,287,0,2018-03-25,2018-03-25 00:00:00,7688354,278952,920,2022-03-23 00:16:19,1796,43,0,n,287,n,Hwasa,Ahn Hye-jin,Hwa sa,44,0,0,0,0,female,y,138,138,2015,,"{""I"":""_mariahwasa"",""K"":""Hwasa"",""Y"":""UCiM8arBZ-GyuBFG3wy6fEgw"",""A"":""hwa-sa\-915548460"",""S"":""7bmYpVgQub656uNTu6qGNQ""}",3982,2019-02-13,1995-07-23,,0,none,103429,73,1,"{""GDA"":2,""MAMA"":1}",3,477000
2465,0,Jealousy,몬스타엑스,[MV] 몬스타엑스(MONSTA X) - JEALOUSY,,main,,TSA9VZduuZ4,143,0,2018-03-26,2018-03-26 00:00:00,37886611,870886,5024,2022-03-23 20:16:52,7962,117,1,n,143,n,MONSTA X,,,5,0,0,0,0,male,n,0,0,2015,,"{""K"":""Monsta_X"",""F"":""OfficialMonstaX"",""T"":""officialmonstax"",""I"":""official_monsta_x"",""A"":""monsta-x\-992315362"",""D"":""monsta-x"",""Y"":""UCZvCP6sWj75MwpUP4LVtpNw"",""U"":""monstax"",""V"":""FE123"",""S"":""4TnGh5PKbSjpYqpIdlW5nz"",""W"":""monstax-e.com\-""}",1609,2014-05-14,,Monbebe,0,none,2948720,1,0,"{""GDA"":6,""MMA"":2,""SMA"":5}",13,2340000
2469,0,ONE,사무엘,[MV] Samuel(사무엘) _ ONE (Feat. JUNG ILHOON(정일훈) of BTOB),,main,,tvAk65H4JCI,277,0,2018-03-28,2018-03-28 00:00:00,6963272,356302,2177,2022-03-23 19:16:31,607,15,0,n,277,n,Samuel,Kim Samuel,Samuel Arredondo Kim,437,0,0,0,0,male,y,0,0,2017,,"{""K"":""Samuel_(singer)"",""F"":""braveentsamuel"",""T"":""bravepunch0117"",""V"":""DD443D""}",3529,2017-08-02,2002-01-17,,0,none,76101,1,0,,0,0
2470,0,The Chance of Love,동방신기,TVXQ! 동방신기 '운명 (The Chance of Love)' MV,,main,,3wnHiK5sKgA,207,0,2018-03-28,2018-03-28 00:00:00,18490621,460099,3676,2022-03-23 02:16:22,2219,34,0,n,207,n,TVXQ!,,TVXQ,1,0,0,0,0,male,n,0,0,2004,,"{""K"":""TVXQ"",""T"":""tvxq"",""F"":""tvxq"",""W"":""tvxq.smtown.com"",""I"":""tvxq.official""}",3575,2003-12-26,,Cassiopeia,1818018,none,3312623,55,0,"{""GDA"":3,""MMA"":2,""MAMA"":4,""SMA"":8}",17,0
2471,0,Black Dress,씨엘씨,[MV] CLC (씨엘씨) _ BLACK DRESS,,main,,hF6Wds75rjg,45,0,2018-02-22,2018-02-22 00:00:00,36936278,612796,8048,2022-03-23 02:30:30,2840,45,0,n,45,n,CLC,,,6,0,0,0,0,female,n,0,0,2015,,"{""K"":""CLC_(band)"",""T"":""cubeclc"",""I"":""cube_clc_official"",""F"":""CLC.UnitedCube"",""Y"":""UCnOTemIK0FqCe2FHbr9mWFw"",""V"":""F2E189"",""U"":""officialCLC"",""A"":""clc\-978594123"",""S"":""6QyO41KctzGc70mVaVnXQO""}",1757,2015-03-19,,Cheshire,0,none,65774,0,0,,0,1150000
2472,0,Potion,에릭남,에릭남 (Eric Nam) - Potion (feat. Woodie Gochild) MV,,main,,MSKak-e3Cgs,58,0,2018-04-09,2018-04-09 00:00:00,2744782,131399,483,2022-03-23 00:32:06,226,2,0,n,58,n,Eric Nam,Nam Yoon-do,남윤도,163,0,0,0,0,male,y,0,0,2013,,"{""K"":""Eric_Nam"",""W"":""www.ericnam.com"",""F"":""ericnamofficial"",""T"":""ericnamofficial"",""V"":""FD33F"",""I"":""realericnam""}",1783,2013-01-23,1988-11-17,,0,none,16292,32,0,,0,0
2474,0,Everyday,위너,WINNER - 'EVERYDAY' M-V,,main,,d1D1SJ-KqaQ,217,0,2018-04-04,2018-04-04 00:00:00,71475514,1229017,21378,2022-03-23 19:47:41,16238,209,4,n,217,n,Winner,,,3,0,0,0,0,male,n,0,0,2014,,"{""K"":""Winner_(band)"",""T"":""yginnercircle"",""I"":""winnercity"",""F"":""OfficialYGWINNER"",""Y"":""UCayQxFAoFCvGariuQCtHRGQ"",""V"":""FDC2D"",""W"":""www.ygfamily.com\-artist\-Main.asp?LANGDIV=K&ATYPE=2&ARTIDX=53"",""D"":""winner"",""S"":""5DuzBeOgFwViFcv00Q5PFb""}",868,2014-08-12,,Inner Circle,0,none,828586,303,2,"{""GDA"":2,""MMA"":2,""MAMA"":1}",5,3880000
2475,0,Distance,씨엘씨,CLC(씨엘씨) - '선(Distance)' Official Music Video,,main,,Qv5JSMpBHf4,45,0,2018-04-03,2018-04-03 00:00:00,1196151,70711,426,2022-03-23 23:47:34,203,8,0,n,45,n,CLC,,,6,0,0,0,0,female,n,0,0,2015,,"{""K"":""CLC_(band)"",""T"":""cubeclc"",""I"":""cube_clc_official"",""F"":""CLC.UnitedCube"",""Y"":""UCnOTemIK0FqCe2FHbr9mWFw"",""V"":""F2E189"",""U"":""officialCLC"",""A"":""clc\-978594123"",""S"":""6QyO41KctzGc70mVaVnXQO""}",1757,2015-03-19,,Cheshire,0,none,65774,0,0,,0,1150000
2476,0,Love Line,동방신기,TVXQ! 동방신기 '평행선 (Love Line)' MV,,main,,vHvwuBzimIU,207,0,2018-04-03,2018-04-03 00:00:00,5935562,165491,3149,2022-03-23 00:31:42,439,14,0,n,207,n,TVXQ!,,TVXQ,1,0,0,0,0,male,n,0,0,2004,,"{""K"":""TVXQ"",""T"":""tvxq"",""F"":""tvxq"",""W"":""tvxq.smtown.com"",""I"":""tvxq.official""}",3575,2003-12-26,,Cassiopeia,1818018,none,3312623,55,0,"{""GDA"":3,""MMA"":2,""MAMA"":4,""SMA"":8}",17,0
2477,0,Yestoday,엔시티,NCT U 엔시티 유 'YESTODAY' MV,,main,,gUWDiXBNohY,150,0,2018-04-01,2018-04-01 00:00:00,15704296,754954,3374,2022-03-23 19:31:21,2981,68,0,n,150,n,NCT U,,,1,0,0,0,0,male,n,714,714,2016,,"{""K"":""NCT_(band)"",""W"":""nct.smtown.com"",""I"":""nct""}",1566,2016-04-08,,,0,none,0,7,0,,0,0
2479,0,Lady,이엑스아이디,[EXID(이엑스아이디)] 내일해(LADY) 뮤직 비디오 (Official Music Video),,main,,Q1JiptOTxno,60,0,2018-04-02,2018-04-02 00:00:00,17820014,461991,5702,2022-03-23 18:45:31,1508,17,1,n,60,n,EXID,,,219,0,0,0,0,female,n,0,0,2012,,"{""K"":""EXID"",""F"":""EXIDOfficial"",""T"":""exidofficial"",""V"":""F9BAF"",""I"":""exidofficial""}",1213,2012-02-16,,LEGO,0,none,131061,149,1,"{""GDA"":1,""SMA"":1}",2,0
